
level1,level1Label,level2,level2Label,level3,level3Label,level4,level4Label
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F310,Applied physics,http://jacs3.data.ac.uk/F311,Engineering physics
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F320,Chemical physics,http://jacs3.data.ac.uk/F321,Solid-state physics
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F330,Environmental physics,http://jacs3.data.ac.uk/F331,Atmospheric physics
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F330,Environmental physics,http://jacs3.data.ac.uk/F332,Marine physics
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F340,Mathematical & theoretical physics,http://jacs3.data.ac.uk/F341,Electromagnetism
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F340,Mathematical & theoretical physics,http://jacs3.data.ac.uk/F342,Quantum mechanics
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F340,Mathematical & theoretical physics,http://jacs3.data.ac.uk/F343,Computational physics
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F350,Medical physics,http://jacs3.data.ac.uk/F351,Radiation physics
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F360,Optical physics,http://jacs3.data.ac.uk/F361,Laser physics
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F370,Nuclear & particle physics,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F380,Acoustics,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F300,Physics,http://jacs3.data.ac.uk/F390,Physics not elsewhere classified,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F400,Forensic & archaeological sciences,http://jacs3.data.ac.uk/F410,Forensic science,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F400,Forensic & archaeological sciences,http://jacs3.data.ac.uk/F420,Archaeological science,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F400,Forensic & archaeological sciences,http://jacs3.data.ac.uk/F490,Forensic & archaeological sciences not elsewhere classified,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F500,Astronomy,http://jacs3.data.ac.uk/F510,Astrophysics,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F500,Astronomy,http://jacs3.data.ac.uk/F520,Space & planetary sciences,http://jacs3.data.ac.uk/F521,Space science
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F500,Astronomy,http://jacs3.data.ac.uk/F520,Space & planetary sciences,http://jacs3.data.ac.uk/F522,Planetary science
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F500,Astronomy,http://jacs3.data.ac.uk/F530,Solar & solar terrestrial physics,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F500,Astronomy,http://jacs3.data.ac.uk/F540,Astronomy observation,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F500,Astronomy,http://jacs3.data.ac.uk/F550,Astronomy theory,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F500,Astronomy,http://jacs3.data.ac.uk/F590,Astronomy not elsewhere classified,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F610,Applied geology,http://jacs3.data.ac.uk/F611,Industrial geology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F610,Applied geology,http://jacs3.data.ac.uk/F612,Engineering geology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F620,Mining geology,http://jacs3.data.ac.uk/F621,Exploration geology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F630,Geotechnology,http://jacs3.data.ac.uk/F631,Marine geotechnology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F640,Earth science,http://jacs3.data.ac.uk/F641,Palaeontology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F640,Earth science,http://jacs3.data.ac.uk/F642,Geoscience
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F640,Earth science,http://jacs3.data.ac.uk/F643,Quaternary studies
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F640,Earth science,http://jacs3.data.ac.uk/F644,Hydrogeology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F640,Earth science,http://jacs3.data.ac.uk/F645,Mantle & core processes
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F640,Earth science,http://jacs3.data.ac.uk/F646,Land-atmosphere interactions
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F650,Geological oceanography,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F660,Geophysics,http://jacs3.data.ac.uk/F661,Exploration geophysics
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F670,Geochemistry,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F680,Geohazards,http://jacs3.data.ac.uk/F681,Seismology & tectonics
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F680,Geohazards,http://jacs3.data.ac.uk/F682,Vulcanology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F600,Geology,http://jacs3.data.ac.uk/F690,Geology not elsewhere classified,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F710,Marine sciences,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F720,Hydrography,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F730,Ocean sciences,http://jacs3.data.ac.uk/F731,Ocean circulation
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F730,Ocean sciences,http://jacs3.data.ac.uk/F732,Oceanographic survey & monitoring
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F730,Ocean sciences,http://jacs3.data.ac.uk/F733,Land-ocean interaction
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F730,Ocean sciences,http://jacs3.data.ac.uk/F734,Atmosphere-ocean interactions
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F750,Environmental sciences,http://jacs3.data.ac.uk/F751,Applied environmental sciences
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F750,Environmental sciences,http://jacs3.data.ac.uk/F752,Hydrology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F750,Environmental sciences,http://jacs3.data.ac.uk/F753,Pollution control
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F750,Environmental sciences,http://jacs3.data.ac.uk/F754,Biogeochemical cycles
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F750,Environmental sciences,http://jacs3.data.ac.uk/F755,Environmental informatics
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F750,Environmental sciences,http://jacs3.data.ac.uk/F756,Environmental physiology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F760,Climatology,http://jacs3.data.ac.uk/F761,Meteorology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F760,Climatology,http://jacs3.data.ac.uk/F762,Large-scale atmospheric dynamics & transport
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F760,Climatology,http://jacs3.data.ac.uk/F763,Boundary-layer meteorology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F760,Climatology,http://jacs3.data.ac.uk/F764,Climate & climate change
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F760,Climatology,http://jacs3.data.ac.uk/F765,Radiative processes & effects
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F770,Soil science,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F780,Glaciology & cryospheric systems,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F700,Science of aquatic & terrestrial environments,http://jacs3.data.ac.uk/F790,Science of aquatic & terrestrial environments not elsewhere classified,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F800,Physical geographical sciences,http://jacs3.data.ac.uk/F810,Environmental geography,http://jacs3.data.ac.uk/F811,Biogeography
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F800,Physical geographical sciences,http://jacs3.data.ac.uk/F840,Physical geography,http://jacs3.data.ac.uk/F841,Maritime geography
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F800,Physical geographical sciences,http://jacs3.data.ac.uk/F840,Physical geography,http://jacs3.data.ac.uk/F842,Geomorphology
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F800,Physical geographical sciences,http://jacs3.data.ac.uk/F840,Physical geography,http://jacs3.data.ac.uk/F843,Topography
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F800,Physical geographical sciences,http://jacs3.data.ac.uk/F840,Physical geography,http://jacs3.data.ac.uk/F844,Cartography
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F800,Physical geographical sciences,http://jacs3.data.ac.uk/F840,Physical geography,http://jacs3.data.ac.uk/F845,Remote sensing
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F800,Physical geographical sciences,http://jacs3.data.ac.uk/F840,Physical geography,http://jacs3.data.ac.uk/F846,Geographical information systems
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F800,Physical geographical sciences,http://jacs3.data.ac.uk/F890,Physical geographical sciences not elsewhere classified,,
http://jacs3.data.ac.uk/F000,Physical sciences,http://jacs3.data.ac.uk/F900,Others in physical sciences,http://jacs3.data.ac.uk/F990,Physical sciences not elsewhere classified,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G100,Mathematics,http://jacs3.data.ac.uk/G110,Pure mathematics,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G100,Mathematics,http://jacs3.data.ac.uk/G120,Applied mathematics,http://jacs3.data.ac.uk/G121,Mechanics (mathematical)
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G100,Mathematics,http://jacs3.data.ac.uk/G130,Mathematical methods,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G100,Mathematics,http://jacs3.data.ac.uk/G140,Numerical analysis,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G100,Mathematics,http://jacs3.data.ac.uk/G150,Mathematical modelling,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G100,Mathematics,http://jacs3.data.ac.uk/G160,Engineering/industrial mathematics,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G100,Mathematics,http://jacs3.data.ac.uk/G170,Computational mathematics,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G100,Mathematics,http://jacs3.data.ac.uk/G190,Mathematics not elsewhere classified,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G200,Operational research,http://jacs3.data.ac.uk/G290,Operational research not elsewhere classified,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G300,Statistics,http://jacs3.data.ac.uk/G310,Applied statistics,http://jacs3.data.ac.uk/G311,Medical statistics
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G300,Statistics,http://jacs3.data.ac.uk/G320,Probability,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G300,Statistics,http://jacs3.data.ac.uk/G330,Stochastic processes,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G300,Statistics,http://jacs3.data.ac.uk/G340,Statistical modelling,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G300,Statistics,http://jacs3.data.ac.uk/G350,Mathematical statistics,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G300,Statistics,http://jacs3.data.ac.uk/G390,Statistics not elsewhere classified,,
http://jacs3.data.ac.uk/G000,Mathematical Sciences,http://jacs3.data.ac.uk/G900,Others in mathematical sciences,,,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H110,Integrated engineering,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H120,Safety engineering,http://jacs3.data.ac.uk/H121,Fire safety engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H120,Safety engineering,http://jacs3.data.ac.uk/H122,Water quality control
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H120,Safety engineering,http://jacs3.data.ac.uk/H123,Public health engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H130,Computer-aided engineering,http://jacs3.data.ac.uk/H131,Automated engineering design
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H140,Mechanics,http://jacs3.data.ac.uk/H141,Fluid mechanics
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H140,Mechanics,http://jacs3.data.ac.uk/H142,Solid mechanics
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H140,Mechanics,http://jacs3.data.ac.uk/H143,Structural mechanics
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H150,Engineering design,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H160,"Bioengineering, biomedical engineering & clinical engineering",http://jacs3.data.ac.uk/H161,Biomaterials
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H160,"Bioengineering, biomedical engineering & clinical engineering",http://jacs3.data.ac.uk/H162,Biomechanics (including fluid & solid mechanics)
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H160,"Bioengineering, biomedical engineering & clinical engineering",http://jacs3.data.ac.uk/H163,Bioelectronics & bioelectricity
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H160,"Bioengineering, biomedical engineering & clinical engineering",http://jacs3.data.ac.uk/H164,Rehabilitation engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H160,"Bioengineering, biomedical engineering & clinical engineering",http://jacs3.data.ac.uk/H165,Tissue engineering & regenerative medicine
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H160,"Bioengineering, biomedical engineering & clinical engineering",http://jacs3.data.ac.uk/H166,Imaging
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H160,"Bioengineering, biomedical engineering & clinical engineering",http://jacs3.data.ac.uk/H167,Biosensors
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H160,"Bioengineering, biomedical engineering & clinical engineering",http://jacs3.data.ac.uk/H168,Medical devices & instrumentation
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H160,"Bioengineering, biomedical engineering & clinical engineering",http://jacs3.data.ac.uk/H169,Neural engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H100,General engineering,http://jacs3.data.ac.uk/H190,General engineering not elsewhere classified,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H200,Civil engineering,http://jacs3.data.ac.uk/H210,Structural engineering,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H200,Civil engineering,http://jacs3.data.ac.uk/H220,Environmental engineering,http://jacs3.data.ac.uk/H221,Energy resources
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H200,Civil engineering,http://jacs3.data.ac.uk/H220,Environmental engineering,http://jacs3.data.ac.uk/H222,Coastal decay
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H200,Civil engineering,http://jacs3.data.ac.uk/H220,Environmental engineering,http://jacs3.data.ac.uk/H223,Environmental impact assessment
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H200,Civil engineering,http://jacs3.data.ac.uk/H230,Transport engineering,http://jacs3.data.ac.uk/H231,Permanent way engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H200,Civil engineering,http://jacs3.data.ac.uk/H230,Transport engineering,http://jacs3.data.ac.uk/H232,Pavement engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H200,Civil engineering,http://jacs3.data.ac.uk/H240,Surveying science,http://jacs3.data.ac.uk/H241,General practice surveying
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H200,Civil engineering,http://jacs3.data.ac.uk/H240,Surveying science,http://jacs3.data.ac.uk/H242,Engineering surveying
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H200,Civil engineering,http://jacs3.data.ac.uk/H250,Geotechnical engineering,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H200,Civil engineering,http://jacs3.data.ac.uk/H290,Civil engineering not elsewhere classified,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H300,Mechanical engineering,http://jacs3.data.ac.uk/H310,Dynamics,http://jacs3.data.ac.uk/H311,Thermodynamics
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H300,Mechanical engineering,http://jacs3.data.ac.uk/H320,Mechanisms & machines,http://jacs3.data.ac.uk/H321,Turbine technology
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H300,Mechanical engineering,http://jacs3.data.ac.uk/H330,Automotive engineering,http://jacs3.data.ac.uk/H331,Road vehicle engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H300,Mechanical engineering,http://jacs3.data.ac.uk/H330,Automotive engineering,http://jacs3.data.ac.uk/H332,Rail vehicle engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H300,Mechanical engineering,http://jacs3.data.ac.uk/H330,Automotive engineering,http://jacs3.data.ac.uk/H333,Ship propulsion engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H300,Mechanical engineering,http://jacs3.data.ac.uk/H340,Acoustics & vibration,http://jacs3.data.ac.uk/H341,Acoustics
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H300,Mechanical engineering,http://jacs3.data.ac.uk/H340,Acoustics & vibration,http://jacs3.data.ac.uk/H342,Vibration
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H300,Mechanical engineering,http://jacs3.data.ac.uk/H350,Offshore engineering,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H300,Mechanical engineering,http://jacs3.data.ac.uk/H360,Electromechanical engineering,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H300,Mechanical engineering,http://jacs3.data.ac.uk/H390,Mechanical engineering not elsewhere classified,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H400,Aerospace engineering,http://jacs3.data.ac.uk/H410,Aeronautical engineering,http://jacs3.data.ac.uk/H411,Air passenger transport engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H400,Aerospace engineering,http://jacs3.data.ac.uk/H410,Aeronautical engineering,http://jacs3.data.ac.uk/H412,Air freight transport engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H400,Aerospace engineering,http://jacs3.data.ac.uk/H410,Aeronautical engineering,http://jacs3.data.ac.uk/H413,Air combat engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H400,Aerospace engineering,http://jacs3.data.ac.uk/H420,Astronautical engineering,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H400,Aerospace engineering,http://jacs3.data.ac.uk/H430,Avionics,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H400,Aerospace engineering,http://jacs3.data.ac.uk/H440,Aerodynamics,http://jacs3.data.ac.uk/H441,Flight mechanics
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H400,Aerospace engineering,http://jacs3.data.ac.uk/H450,Propulsion systems,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H400,Aerospace engineering,http://jacs3.data.ac.uk/H460,Aviation studies,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H400,Aerospace engineering,http://jacs3.data.ac.uk/H490,Aerospace engineering not elsewhere classified,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H500,Naval architecture,http://jacs3.data.ac.uk/H510,Shipbuilding,http://jacs3.data.ac.uk/H511,Surface passenger ship building
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H500,Naval architecture,http://jacs3.data.ac.uk/H510,Shipbuilding,http://jacs3.data.ac.uk/H512,Surface freight ship building
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H500,Naval architecture,http://jacs3.data.ac.uk/H510,Shipbuilding,http://jacs3.data.ac.uk/H513,Surface combat ship building
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H500,Naval architecture,http://jacs3.data.ac.uk/H510,Shipbuilding,http://jacs3.data.ac.uk/H514,Submarine building
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H500,Naval architecture,http://jacs3.data.ac.uk/H520,Ship design,http://jacs3.data.ac.uk/H521,Surface passenger ship design
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H500,Naval architecture,http://jacs3.data.ac.uk/H520,Ship design,http://jacs3.data.ac.uk/H522,Surface freight ship design
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H500,Naval architecture,http://jacs3.data.ac.uk/H520,Ship design,http://jacs3.data.ac.uk/H523,Surface combat ship design
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H500,Naval architecture,http://jacs3.data.ac.uk/H520,Ship design,http://jacs3.data.ac.uk/H524,Submarine design
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H500,Naval architecture,http://jacs3.data.ac.uk/H590,Naval architecture not elsewhere classified,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H600,Electronic & electrical engineering,http://jacs3.data.ac.uk/H610,Electronic engineering,http://jacs3.data.ac.uk/H611,Microelectronic engineering
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H600,Electronic & electrical engineering,http://jacs3.data.ac.uk/H610,Electronic engineering,http://jacs3.data.ac.uk/H612,Integrated circuit design
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H600,Electronic & electrical engineering,http://jacs3.data.ac.uk/H620,Electrical engineering,,
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H600,Electronic & electrical engineering,http://jacs3.data.ac.uk/H630,Electrical power,http://jacs3.data.ac.uk/H631,Electrical power generation
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H600,Electronic & electrical engineering,http://jacs3.data.ac.uk/H630,Electrical power,http://jacs3.data.ac.uk/H632,Electrical power distribution
http://jacs3.data.ac.uk/H000,Engineering,http://jacs3.data.ac.uk/H600,Electronic & electrical engineering,http://jacs3.data.ac.uk/H640,Communications engineering,http://jacs3.data.ac.uk/H641,Telecommunications engineering
